student_id,course_id,grade_type,score,weight
630,4,mid exam,75,0.3
630,4,final exam,66,0.4
643,5,homework1,100,0.05
643,5,homework2,69,0.05
643,5,quiz,71,0.2
643,5,mid exam,100,0.3
643,5,final exam,64,0.4
643,8,homework1,81,0.05
643,8,homework2,92,0.05
643,8,quiz,81,0.2
643,8,mid exam,89,0.3
643,8,final exam,97,0.4
643,6,homework1,89,0.05
643,6,homework2,92,0.05
643,6,quiz,86,0.2
643,6,mid exam,99,0.3
643,6,final exam,86,0.4
643,1,homework1,91,0.05
643,1,homework2,98,0.05
643,1,quiz,72,0.2
643,1,mid exam,79,0.3
643,1,final exam,55,0.4
643,2,homework1,93,0.05
643,2,homework2,62,0.05
643,2,quiz,71,0.2
643,2,mid exam,76,0.3
643,2,final exam,67,0.4
643,4,homework1,80,0.05
643,4,homework2,85,0.05
643,4,quiz,71,0.2
643,4,mid exam,67,0.3
643,4,final exam,80,0.4
651,5,homework1,79,0.05
651,5,homework2,86,0.05
651,5,quiz,68,0.2
651,5,mid exam,100,0.3
651,5,final exam,54,0.4
651,8,homework1,86,0.05
651,8,homework2,97,0.05
651,8,quiz,73,0.2
651,8,mid exam,91,0.3
651,8,final exam,77,0.4
651,6,homework1,92,0.05
651,6,homework2,76,0.05
651,6,quiz,95,0.2
651,6,mid exam,66,0.3
651,6,final exam,78,0.4
651,1,homework1,100,0.05
651,1,homework2,88,0.05
651,1,quiz,86,0.2
651,1,mid exam,73,0.3
651,1,final exam,68,0.4
651,2,homework1,84,0.05
651,2,homework2,86,0.05
651,2,quiz,87,0.2
651,2,mid exam,97,0.3
651,2,final exam,94,0.4
651,4,homework1,77,0.05
651,4,homework2,91,0.05
651,4,quiz,91,0.2
651,4,mid exam,92,0.3
651,4,final exam,90,0.4
691,5,homework1,100,0.05
691,5,homework2,100,0.05
691,5,quiz,61,0.2
691,5,mid exam,100,0.3
691,5,final exam,64,0.4
691,8,homework1,64,0.05
691,8,homework2,90,0.05
691,8,quiz,88,0.2
691,8,mid exam,57,0.3
691,8,final exam,41,0.4
691,6,homework1,87,0.05
691,6,homework2,79,0.05
691,6,quiz,84,0.2
691,6,mid exam,56,0.3
691,6,final exam,100,0.4
691,1,homework1,91,0.05
691,1,homework2,92,0.05
691,1,quiz,72,0.2
691,1,mid exam,69,0.3
691,1,final exam,54,0.4
691,2,homework1,100,0.05
691,2,homework2,100,0.05
691,2,quiz,57,0.2
691,2,mid exam,69,0.3
691,2,final exam,67,0.4
691,4,homework1,94,0.05
691,4,homework2,100,0.05
691,4,quiz,88,0.2
691,4,mid exam,75,0.3
691,4,final exam,65,0.4
708,5,homework1,96,0.05
708,5,homework2,71,0.05
708,5,quiz,61,0.2
708,5,mid exam,83,0.3
708,5,final exam,74,0.4
708,8,homework1,88,0.05
708,8,homework2,91,0.05
708,8,quiz,74,0.2
708,8,mid exam,74,0.3
708,8,final exam,65,0.4
708,1,homework1,90,0.05
708,1,homework2,93,0.05
708,1,quiz,85,0.2
708,1,mid exam,63,0.3
708,1,final exam,98,0.4
708,2,homework1,85,0.05
708,2,homework2,95,0.05
708,2,quiz,77,0.2
708,2,mid exam,70,0.3
708,2,final exam,79,0.4
708,6,homework1,87,0.05
708,6,homework2,100,0.05
708,6,quiz,45,0.2
708,6,mid exam,55,0.3
708,6,final exam,82,0.4
708,4,homework1,74,0.05
708,4,homework2,94,0.05
708,4,quiz,75,0.2
708,4,mid exam,86,0.3
708,4,final exam,84,0.4
722,5,homework1,85,0.05
722,5,homework2,82,0.05
722,5,quiz,81,0.2
722,5,mid exam,100,0.3
722,5,final exam,91,0.4
722,8,homework1,61,0.05
722,8,homework2,94,0.05
722,8,quiz,100,0.2
722,8,mid exam,63,0.3
722,8,final exam,83,0.4
722,1,homework1,63,0.05
722,1,homework2,87,0.05
722,1,quiz,94,0.2
722,1,mid exam,100,0.3
722,1,final exam,87,0.4
722,2,homework1,100,0.05
722,2,homework2,100,0.05
722,2,quiz,100,0.2
722,2,mid exam,72,0.3
722,2,final exam,76,0.4
722,6,homework1,71,0.05
722,6,homework2,78,0.05
722,6,quiz,100,0.2
722,6,mid exam,93,0.3
722,6,final exam,59,0.4
722,4,homework1,97,0.05
722,4,homework2,89,0.05
722,4,quiz,76,0.2
722,4,mid exam,58,0.3
722,4,final exam,95,0.4
725,5,homework1,63,0.05
725,5,homework2,100,0.05
725,5,quiz,87,0.2
725,5,mid exam,82,0.3
725,5,final exam,74,0.4
725,8,homework1,61,0.05
725,8,homework2,100,0.05
725,8,quiz,64,0.2
725,8,mid exam,74,0.3
725,8,final exam,67,0.4
725,1,homework1,85,0.05
725,1,homework2,70,0.05
725,1,quiz,92,0.2
725,1,mid exam,85,0.3
725,1,final exam,34,0.4
725,2,homework1,100,0.05
725,2,homework2,90,0.05
725,2,quiz,100,0.2
725,2,mid exam,82,0.3
725,2,final exam,100,0.4
725,6,homework1,100,0.05
725,6,homework2,84,0.05
725,6,quiz,70,0.2
725,6,mid exam,76,0.3
725,6,final exam,81,0.4
725,4,homework1,90,0.05
725,4,homework2,70,0.05
725,4,quiz,80,0.2
725,4,mid exam,80,0.3
725,4,final exam,92,0.4
727,5,homework1,90,0.05
727,5,homework2,89,0.05
727,5,quiz,45,0.2
727,5,mid exam,75,0.3
727,5,final exam,91,0.4
727,8,homework1,100,0.05
727,8,homework2,71,0.05
727,8,quiz,96,0.2
727,8,mid exam,68,0.3
727,8,final exam,88,0.4
727,1,homework1,95,0.05
727,1,homework2,97,0.05
727,1,quiz,76,0.2
727,1,mid exam,63,0.3
727,1,final exam,70,0.4
727,2,homework1,62,0.05
727,2,homework2,88,0.05
727,2,quiz,83,0.2
727,2,mid exam,83,0.3
727,2,final exam,78,0.4
727,6,homework1,86,0.05
727,6,homework2,76,0.05
727,6,quiz,91,0.2
727,6,mid exam,87,0.3
727,6,final exam,41,0.4
727,4,homework1,89,0.05
727,4,homework2,76,0.05
727,4,quiz,63,0.2
727,4,mid exam,60,0.3
727,4,final exam,82,0.4
737,5,homework1,94,0.05
737,5,homework2,93,0.05
737,5,quiz,80,0.2
737,5,mid exam,86,0.3
737,5,final exam,92,0.4
737,8,homework1,68,0.05
737,8,homework2,99,0.05
737,8,quiz,91,0.2
737,8,mid exam,84,0.3
737,8,final exam,79,0.4
737,1,homework1,100,0.05
737,1,homework2,73,0.05
737,1,quiz,100,0.2
737,1,mid exam,92,0.3
737,1,final exam,100,0.4
737,2,homework1,89,0.05
737,2,homework2,86,0.05
737,2,quiz,89,0.2
737,2,mid exam,100,0.3
737,2,final exam,90,0.4
737,6,homework1,85,0.05
737,6,homework2,82,0.05
737,6,quiz,51,0.2
737,6,mid exam,72,0.3
737,6,final exam,75,0.4
737,4,homework1,92,0.05
737,4,homework2,58,0.05
737,4,quiz,94,0.2
737,4,mid exam,60,0.3
737,4,final exam,71,0.4
747,5,homework1,87,0.05
747,5,homework2,96,0.05
747,5,quiz,54,0.2
747,5,mid exam,76,0.3
747,5,final exam,81,0.4
747,8,homework1,84,0.05
747,8,homework2,86,0.05
747,8,quiz,76,0.2
747,8,mid exam,84,0.3
747,8,final exam,64,0.4
747,1,homework1,65,0.05
747,1,homework2,72,0.05
747,1,quiz,97,0.2
747,1,mid exam,70,0.3
747,1,final exam,90,0.4
747,2,homework1,79,0.05
747,2,homework2,92,0.05
747,2,quiz,64,0.2
747,2,mid exam,80,0.3
747,2,final exam,100,0.4
747,6,homework1,70,0.05
747,6,homework2,95,0.05
747,6,quiz,72,0.2
747,6,mid exam,81,0.3
747,6,final exam,81,0.4
747,4,homework1,96,0.05
747,4,homework2,87,0.05
747,4,quiz,92,0.2
747,4,mid exam,59,0.3
747,4,final exam,56,0.4
793,5,homework1,82,0.05
793,5,homework2,74,0.05
793,5,quiz,78,0.2
793,5,mid exam,77,0.3
793,5,final exam,70,0.4
793,8,homework1,96,0.05
793,8,homework2,85,0.05
793,8,quiz,63,0.2
793,8,mid exam,94,0.3
793,8,final exam,100,0.4
793,1,homework1,91,0.05
793,1,homework2,94,0.05
793,1,quiz,80,0.2
793,1,mid exam,79,0.3
793,1,final exam,55,0.4
793,2,homework1,61,0.05
793,2,homework2,61,0.05
793,2,quiz,79,0.2
793,2,mid exam,91,0.3
793,2,final exam,55,0.4
793,6,homework1,98,0.05
793,6,homework2,97,0.05
793,6,quiz,51,0.2
793,6,mid exam,99,0.3
793,6,final exam,100,0.4
793,4,homework1,77,0.05
793,4,homework2,100,0.05
793,4,quiz,65,0.2
793,4,mid exam,63,0.3
793,4,final exam,97,0.4
904,5,homework1,88,0.05
904,5,homework2,75,0.05
904,5,quiz,59,0.2
904,5,mid exam,89,0.3
904,5,final exam,100,0.4
904,8,homework1,78,0.05
904,8,homework2,75,0.05
904,8,quiz,61,0.2
904,8,mid exam,87,0.3
904,8,final exam,66,0.4
904,1,homework1,70,0.05
904,1,homework2,100,0.05
904,1,quiz,69,0.2
904,1,mid exam,88,0.3
904,1,final exam,78,0.4
904,2,homework1,82,0.05
904,2,homework2,91,0.05
904,2,quiz,94,0.2
904,2,mid exam,89,0.3
904,2,final exam,52,0.4
904,6,homework1,76,0.05
904,6,homework2,100,0.05
904,6,quiz,69,0.2
