teacher_id,course_id,day,start_time,end_time,homeroom_id,school_id,grade_level
75,7,Wednesday,8:30,9:15,1,9,10
75,7,Thursday,8:30,9:15,1,9,10
75,7,Friday,8:30,9:15,1,9,10
75,2,Monday,9:25,10:10,1,9,10
75,2,Tuesday,9:25,10:10,1,9,10
75,2,Wednesday,9:25,10:10,1,9,10
75,2,Thursday,9:25,10:10,1,9,10
75,2,Friday,9:25,10:10,1,9,10
43,5,Monday,10:20,11:05,1,9,10
43,5,Tuesday,10:20,11:05,1,9,10
43,5,Wednesday,10:20,11:05,1,9,10
43,5,Thursday,10:20,11:05,1,9,10
43,5,Friday,10:20,11:05,1,9,10
154,8,Monday,11:15,12:00,1,9,10
154,8,Tuesday,11:15,12:00,1,9,10
154,8,Wednesday,11:15,12:00,1,9,10
154,8,Thursday,11:15,12:00,1,9,10
154,8,Friday,11:15,12:00,1,9,10
75,3,Monday,13:00,13:50,1,9,10
75,3,Tuesday,13:00,13:50,1,9,10
75,3,Wednesday,13:00,13:50,1,9,10
75,3,Thursday,13:00,13:50,1,9,10
75,3,Friday,13:00,13:50,1,9,10
75,4,Monday,14:00,14:45,1,9,10
75,4,Tuesday,14:00,14:45,1,9,10
75,4,Wednesday,14:00,14:45,1,9,10
75,4,Thursday,14:00,14:45,1,9,10
75,4,Friday,14:00,14:45,1,9,10
49,8,Monday,8:30,9:15,2,9,10
49,8,Tuesday,8:30,9:15,2,9,10
49,8,Wednesday,8:30,9:15,2,9,10
49,8,Thursday,8:30,9:15,2,9,10
49,8,Friday,8:30,9:15,2,9,10
9,3,Monday,9:25,10:10,2,9,10
9,3,Tuesday,9:25,10:10,2,9,10
9,3,Wednesday,9:25,10:10,2,9,10
9,3,Thursday,9:25,10:10,2,9,10
9,3,Friday,9:25,10:10,2,9,10
200,1,Monday,10:20,11:05,2,9,10
200,1,Tuesday,10:20,11:05,2,9,10
200,1,Wednesday,10:20,11:05,2,9,10
200,1,Thursday,10:20,11:05,2,9,10
200,1,Friday,10:20,11:05,2,9,10
26,4,Monday,11:15,12:00,2,9,10
26,4,Tuesday,11:15,12:00,2,9,10
26,4,Wednesday,11:15,12:00,2,9,10
26,4,Thursday,11:15,12:00,2,9,10
26,4,Friday,11:15,12:00,2,9,10
197,7,Monday,13:00,13:50,2,9,10
197,7,Tuesday,13:00,13:50,2,9,10
197,7,Wednesday,13:00,13:50,2,9,10
197,7,Thursday,13:00,13:50,2,9,10
197,7,Friday,13:00,13:50,2,9,10
7,2,Monday,14:00,14:45,2,9,10
7,2,Tuesday,14:00,14:45,2,9,10
7,2,Wednesday,14:00,14:45,2,9,10
7,2,Thursday,14:00,14:45,2,9,10
7,2,Friday,14:00,14:45,2,9,10
15,8,Monday,8:30,9:15,3,9,10
15,8,Tuesday,8:30,9:15,3,9,10
15,8,Wednesday,8:30,9:15,3,9,10
15,8,Thursday,8:30,9:15,3,9,10
15,8,Friday,8:30,9:15,3,9,10
15,2,Monday,9:25,10:10,3,9,10
15,2,Tuesday,9:25,10:10,3,9,10
15,2,Wednesday,9:25,10:10,3,9,10
15,2,Thursday,9:25,10:10,3,9,10
15,2,Friday,9:25,10:10,3,9,10
129,4,Monday,10:20,11:05,3,9,10
129,4,Tuesday,10:20,11:05,3,9,10
129,4,Wednesday,10:20,11:05,3,9,10
129,4,Thursday,10:20,11:05,3,9,10
129,4,Friday,10:20,11:05,3,9,10
168,6,Monday,11:15,12:00,3,9,10
168,6,Tuesday,11:15,12:00,3,9,10
168,6,Wednesday,11:15,12:00,3,9,10
168,6,Thursday,11:15,12:00,3,9,10
168,6,Friday,11:15,12:00,3,9,10
43,7,Monday,13:00,13:50,3,9,10
43,7,Tuesday,13:00,13:50,3,9,10
43,7,Wednesday,13:00,13:50,3,9,10
43,7,Thursday,13:00,13:50,3,9,10
43,7,Friday,13:00,13:50,3,9,10
197,1,Monday,14:00,14:45,3,9,10
197,1,Tuesday,14:00,14:45,3,9,10
197,1,Wednesday,14:00,14:45,3,9,10
197,1,Thursday,14:00,14:45,3,9,10
197,1,Friday,14:00,14:45,3,9,10
197,4,Monday,8:30,9:15,4,9,10
197,4,Tuesday,8:30,9:15,4,9,10
197,4,Wednesday,8:30,9:15,4,9,10
197,4,Thursday,8:30,9:15,4,9,10
197,4,Friday,8:30,9:15,4,9,10
197,7,Monday,9:25,10:10,4,9,10
197,7,Tuesday,9:25,10:10,4,9,10
197,7,Wednesday,9:25,10:10,4,9,10
197,7,Thursday,9:25,10:10,4,9,10
197,7,Friday,9:25,10:10,4,9,10
197,1,Monday,10:20,11:05,4,9,10
197,1,Tuesday,10:20,11:05,4,9,10
197,1,Wednesday,10:20,11:05,4,9,10
197,1,Thursday,10:20,11:05,4,9,10
197,1,Friday,10:20,11:05,4,9,10
197,5,Monday,11:15,12:00,4,9,10
197,5,Tuesday,11:15,12:00,4,9,10
197,5,Wednesday,11:15,12:00,4,9,10
197,5,Thursday,11:15,12:00,4,9,10
197,5,Friday,11:15,12:00,4,9,10
168,2,Monday,13:00,13:50,4,9,10
168,2,Tuesday,13:00,13:50,4,9,10
168,2,Wednesday,13:00,13:50,4,9,10
168,2,Thursday,13:00,13:50,4,9,10
168,2,Friday,13:00,13:50,4,9,10
49,6,Monday,14:00,14:45,4,9,10
49,6,Tuesday,14:00,14:45,4,9,10
49,6,Wednesday,14:00,14:45,4,9,10
49,6,Thursday,14:00,14:45,4,9,10
49,6,Friday,14:00,14:45,4,9,10
174,5,Monday,9:25,10:10,1,9,9
174,5,Tuesday,9:25,10:10,1,9,9
174,5,Wednesday,9:25,10:10,1,9,9
174,5,Thursday,9:25,10:10,1,9,9
174,5,Friday,9:25,10:10,1,9,9
15,3,Monday,10:20,11:05,1,9,9
15,3,Tuesday,10:20,11:05,1,9,9
15,3,Wednesday,10:20,11:05,1,9,9
15,3,Thursday,10:20,11:05,1,9,9
15,3,Friday,10:20,11:05,1,9,9
49,2,Monday,11:15,12:00,1,9,9
49,2,Tuesday,11:15,12:00,1,9,9
49,2,Wednesday,11:15,12:00,1,9,9
49,2,Thursday,11:15,12:00,1,9,9
49,2,Friday,11:15,12:00,1,9,9
133,8,Monday,13:00,13:50,1,9,9
133,8,Tuesday,13:00,13:50,1,9,9
133,8,Wednesday,13:00,13:50,1,9,9
133,8,Thursday,13:00,13:50,1,9,9
133,8,Friday,13:00,13:50,1,9,9
128,6,Monday,14:00,14:45,1,9,9
128,6,Tuesday,14:00,14:45,1,9,9
128,6,Wednesday,14:00,14:45,1,9,9
128,6,Thursday,14:00,14:45,1,9,9
128,6,Friday,14:00,14:45,1,9,9
43,4,Monday,8:30,9:15,2,9,9
43,4,Tuesday,8:30,9:15,2,9,9
43,4,Wednesday,8:30,9:15,2,9,9
43,4,Thursday,8:30,9:15,2,9,9
43,4,Friday,8:30,9:15,2,9,9
7,1,Monday,9:25,10:10,2,9,9
7,1,Tuesday,9:25,10:10,2,9,9
7,1,Wednesday,9:25,10:10,2,9,9
7,1,Thursday,9:25,10:10,2,9,9
7,1,Friday,9:25,10:10,2,9,9
174,2,Monday,10:20,11:05,2,9,9
174,2,Tuesday,10:20,11:05,2,9,9
174,2,Wednesday,10:20,11:05,2,9,9
174,2,Thursday,10:20,11:05,2,9,9
174,2,Friday,10:20,11:05,2,9,9
114,6,Monday,11:15,12:00,2,9,9
114,6,Tuesday,11:15,12:00,2,9,9
114,6,Wednesday,11:15,12:00,2,9,9
114,6,Thursday,11:15,12:00,2,9,9
114,6,Friday,11:15,12:00,2,9,9
43,7,Monday,14:00,14:45,2,9,9
43,7,Tuesday,14:00,14:45,2,9,9
43,7,Wednesday,14:00,14:45,2,9,9
43,7,Thursday,14:00,14:45,2,9,9
43,7,Friday,14:00,14:45,2,9,9
142,5,Monday,8:30,9:15,3,9,9
142,5,Tuesday,8:30,9:15,3,9,9
142,5,Wednesday,8:30,9:15,3,9,9
142,5,Thursday,8:30,9:15,3,9,9
142,5,Friday,8:30,9:15,3,9,9
43,6,Monday,9:25,10:10,3,9,9
43,6,Tuesday,9:25,10:10,3,9,9
43,6,Wednesday,9:25,10:10,3,9,9
43,6,Thursday,9:25,10:10,3,9,9
43,6,Friday,9:25,10:10,3,9,9
142,4,Monday,10:20,11:05,3,9,9
142,4,Tuesday,10:20,11:05,3,9,9
142,4,Wednesday,10:20,11:05,3,9,9
142,4,Thursday,10:20,11:05,3,9,9
142,4,Friday,10:20,11:05,3,9,9
142,7,Monday,11:15,12:00,3,9,9
142,7,Tuesday,11:15,12:00,3,9,9
142,7,Wednesday,11:15,12:00,3,9,9
142,7,Thursday,11:15,12:00,3,9,9
142,7,Friday,11:15,12:00,3,9,9
142,8,Monday,13:00,13:50,3,9,9
142,8,Tuesday,13:00,13:50,3,9,9
142,8,Wednesday,13:00,13:50,3,9,9
142,8,Thursday,13:00,13:50,3,9,9
142,8,Friday,13:00,13:50,3,9,9
161,3,Monday,14:00,14:45,3,9,9
161,3,Tuesday,14:00,14:45,3,9,9
161,3,Wednesday,14:00,14:45,3,9,9
161,3,Thursday,14:00,14:45,3,9,9
161,3,Friday,14:00,14:45,3,9,9
154,1,Monday,8:30,9:15,4,9,9
154,1,Tuesday,8:30,9:15,4,9,9
154,1,Wednesday,8:30,9:15,4,9,9
154,1,Thursday,8:30,9:15,4,9,9
154,1,Friday,8:30,9:15,4,9,9
154,5,Monday,9:25,10:10,4,9,9
154,5,Tuesday,9:25,10:10,4,9,9
154,5,Wednesday,9:25,10:10,4,9,9
154,5,Thursday,9:25,10:10,4,9,9
154,5,Friday,9:25,10:10,4,9,9
154,6,Monday,10:20,11:05,4,9,9
154,6,Tuesday,10:20,11:05,4,9,9
154,6,Wednesday,10:20,11:05,4,9,9
154,6,Thursday,10:20,11:05,4,9,9
154,6,Friday,10:20,11:05,4,9,9
174,7,Monday,13:00,13:50,4,9,9
174,7,Tuesday,13:00,13:50,4,9,9
174,7,Wednesday,13:00,13:50,4,9,9
174,7,Thursday,13:00,13:50,4,9,9
174,7,Friday,13:00,13:50,4,9,9
200,4,Monday,8:30,9:15,5,9,9
200,4,Tuesday,8:30,9:15,5,9,9
200,4,Wednesday,8:30,9:15,5,9,9
200,4,Thursday,8:30,9:15,5,9,9
200,4,Friday,8:30,9:15,5,9,9
26,5,Monday,9:25,10:10,5,9,9
26,5,Tuesday,9:25,10:10,5,9,9
26,5,Wednesday,9:25,10:10,5,9,9
26,5,Thursday,9:25,10:10,5,9,9
26,5,Friday,9:25,10:10,5,9,9
133,1,Monday,11:15,12:00,5,9,9
133,1,Tuesday,11:15,12:00,5,9,9
133,1,Wednesday,11:15,12:00,5,9,9
133,1,Thursday,11:15,12:00,5,9,9
133,1,Friday,11:15,12:00,5,9,9
4,8,Monday,13:00,13:50,5,9,9
4,8,Tuesday,13:00,13:50,5,9,9
4,8,Wednesday,13:00,13:50,5,9,9
4,8,Thursday,13:00,13:50,5,9,9
4,8,Friday,13:00,13:50,5,9,9
200,3,Monday,14:00,14:45,5,9,9
200,3,Tuesday,14:00,14:45,5,9,9
200,3,Wednesday,14:00,14:45,5,9,9
200,3,Thursday,14:00,14:45,5,9,9
200,3,Friday,14:00,14:45,5,9,9
161,4,Monday,8:30,9:15,1,9,12
161,4,Tuesday,8:30,9:15,1,9,12
161,4,Wednesday,8:30,9:15,1,9,12
161,4,Thursday,8:30,9:15,1,9,12
161,4,Friday,8:30,9:15,1,9,12
114,1,Monday,9:25,10:10,1,9,12
114,1,Tuesday,9:25,10:10,1,9,12
114,1,Wednesday,9:25,10:10,1,9,12
114,1,Thursday,9:25,10:10,1,9,12
114,1,Friday,9:25,10:10,1,9,12
133,3,Monday,10:20,11:05,1,9,12
133,3,Tuesday,10:20,11:05,1,9,12
133,3,Wednesday,10:20,11:05,1,9,12
133,3,Thursday,10:20,11:05,1,9,12
133,3,Friday,10:20,11:05,1,9,12
15,5,Monday,11:15,12:00,1,9,12
15,5,Tuesday,11:15,12:00,1,9,12
15,5,Wednesday,11:15,12:00,1,9,12
15,5,Thursday,11:15,12:00,1,9,12
15,5,Friday,11:15,12:00,1,9,12
174,8,Monday,14:00,14:45,1,9,12
174,8,Tuesday,14:00,14:45,1,9,12
174,8,Wednesday,14:00,14:45,1,9,12
174,8,Thursday,14:00,14:45,1,9,12
174,8,Friday,14:00,14:45,1,9,12
94,6,Monday,8:30,9:15,2,9,12
94,6,Tuesday,8:30,9:15,2,9,12
94,6,Wednesday,8:30,9:15,2,9,12
94,6,Thursday,8:30,9:15,2,9,12
94,6,Friday,8:30,9:15,2,9,12
200,1,Monday,9:25,10:10,2,9,12
200,1,Tuesday,9:25,10:10,2,9,12
200,1,Wednesday,9:25,10:10,2,9,12
200,1,Thursday,9:25,10:10,2,9,12
200,1,Friday,9:25,10:10,2,9,12
103,2,Monday,11:15,12:00,2,9,12
103,2,Tuesday,11:15,12:00,2,9,12
103,2,Wednesday,11:15,12:00,2,9,12
103,2,Thursday,11:15,12:00,2,9,12
103,2,Friday,11:15,12:00,2,9,12
58,8,Monday,14:00,14:45,2,9,12
58,8,Tuesday,14:00,14:45,2,9,12
58,8,Wednesday,14:00,14:45,2,9,12
58,8,Thursday,14:00,14:45,2,9,12
58,8,Friday,14:00,14:45,2,9,12
58,7,Monday,8:30,9:15,3,9,12
58,7,Tuesday,8:30,9:15,3,9,12
58,7,Wednesday,8:30,9:15,3,9,12
58,7,Thursday,8:30,9:15,3,9,12
58,7,Friday,8:30,9:15,3,9,12
129,2,Monday,9:25,10:10,3,9,12
129,2,Tuesday,9:25,10:10,3,9,12
129,2,Wednesday,9:25,10:10,3,9,12
129,2,Thursday,9:25,10:10,3,9,12
129,2,Friday,9:25,10:10,3,9,12
7,4,Monday,10:20,11:05,3,9,12
7,4,Tuesday,10:20,11:05,3,9,12
7,4,Wednesday,10:20,11:05,3,9,12
7,4,Thursday,10:20,11:05,3,9,12
7,4,Friday,10:20,11:05,3,9,12
168,8,Monday,14:00,14:45,3,9,12
168,8,Tuesday,14:00,14:45,3,9,12
168,8,Wednesday,14:00,14:45,3,9,12
168,8,Thursday,14:00,14:45,3,9,12
168,8,Friday,14:00,14:45,3,9,12
133,4,Monday,8:30,9:15,4,9,12
133,4,Tuesday,8:30,9:15,4,9,12
133,4,Wednesday,8:30,9:15,4,9,12
133,4,Thursday,8:30,9:15,4,9,12
133,4,Friday,8:30,9:15,4,9,12
58,3,Monday,9:25,10:10,4,9,12
58,3,Tuesday,9:25,10:10,4,9,12
58,3,Wednesday,9:25,10:10,4,9,12
58,3,Thursday,9:25,10:10,4,9,12
58,3,Friday,9:25,10:10,4,9,12
103,7,Monday,10:20,11:05,4,9,12
103,7,Tuesday,10:20,11:05,4,9,12
103,7,Wednesday,10:20,11:05,4,9,12
103,7,Thursday,10:20,11:05,4,9,12
103,7,Friday,10:20,11:05,4,9,12
126,8,Monday,13:00,13:50,4,9,12
126,8,Tuesday,13:00,13:50,4,9,12
126,8,Wednesday,13:00,13:50,4,9,12
126,8,Thursday,13:00,13:50,4,9,12
126,8,Friday,13:00,13:50,4,9,12
56,1,Monday,14:00,14:45,4,9,12
56,1,Tuesday,14:00,14:45,4,9,12
56,1,Wednesday,14:00,14:45,4,9,12
56,1,Thursday,14:00,14:45,4,9,12
56,1,Friday,14:00,14:45,4,9,12
37,7,Monday,8:30,9:15,1,2,2
37,7,Tuesday,8:30,9:15,1,2,2
37,7,Wednesday,8:30,9:15,1,2,2
37,7,Thursday,8:30,9:15,1,2,2
37,7,Friday,8:30,9:15,1,2,2
37,6,Monday,9:25,10:10,1,2,2
37,6,Tuesday,9:25,10:10,1,2,2
37,6,Wednesday,9:25,10:10,1,2,2
37,6,Thursday,9:25,10:10,1,2,2
37,6,Friday,9:25,10:10,1,2,2
37,2,Monday,10:20,11:05,1,2,2
37,2,Tuesday,10:20,11:05,1,2,2
37,2,Wednesday,10:20,11:05,1,2,2
37,2,Thursday,10:20,11:05,1,2,2
37,2,Friday,10:20,11:05,1,2,2
37,5,Monday,11:15,12:00,1,2,2
37,5,Tuesday,11:15,12:00,1,2,2
37,5,Wednesday,11:15,12:00,1,2,2
37,5,Thursday,11:15,12:00,1,2,2
37,5,Friday,11:15,12:00,1,2,2
37,8,Monday,13:00,13:50,1,2,2
37,8,Tuesday,13:00,13:50,1,2,2
37,8,Wednesday,13:00,13:50,1,2,2
37,8,Thursday,13:00,13:50,1,2,2
37,8,Friday,13:00,13:50,1,2,2
37,4,Monday,14:00,14:45,1,2,2
37,4,Tuesday,14:00,14:45,1,2,2
37,4,Wednesday,14:00,14:45,1,2,2
37,4,Thursday,14:00,14:45,1,2,2
37,4,Friday,14:00,14:45,1,2,2
157,7,Monday,8:30,9:15,2,2,2
157,7,Tuesday,8:30,9:15,2,2,2
157,7,Wednesday,8:30,9:15,2,2,2
157,7,Thursday,8:30,9:15,2,2,2
157,7,Friday,8:30,9:15,2,2,2
157,8,Monday,9:25,10:10,2,2,2
157,8,Tuesday,9:25,10:10,2,2,2
157,8,Wednesday,9:25,10:10,2,2,2
157,8,Thursday,9:25,10:10,2,2,2
157,8,Friday,9:25,10:10,2,2,2
157,5,Monday,10:20,11:05,2,2,2
157,5,Tuesday,10:20,11:05,2,2,2
157,5,Wednesday,10:20,11:05,2,2,2
157,5,Thursday,10:20,11:05,2,2,2
157,5,Friday,10:20,11:05,2,2,2
157,4,Monday,11:15,12:00,2,2,2
157,4,Tuesday,11:15,12:00,2,2,2
157,4,Wednesday,11:15,12:00,2,2,2
157,4,Thursday,11:15,12:00,2,2,2
157,4,Friday,11:15,12:00,2,2,2
157,1,Monday,13:00,13:50,2,2,2
157,1,Tuesday,13:00,13:50,2,2,2
157,1,Wednesday,13:00,13:50,2,2,2
157,1,Thursday,13:00,13:50,2,2,2
157,1,Friday,13:00,13:50,2,2,2
157,6,Monday,14:00,14:45,2,2,2
157,6,Tuesday,14:00,14:45,2,2,2
157,6,Wednesday,14:00,14:45,2,2,2
157,6,Thursday,14:00,14:45,2,2,2
157,6,Friday,14:00,14:45,2,2,2
48,3,Monday,8:30,9:15,3,2,2
48,3,Tuesday,8:30,9:15,3,2,2
48,3,Wednesday,8:30,9:15,3,2,2
48,3,Thursday,8:30,9:15,3,2,2
48,3,Friday,8:30,9:15,3,2,2
48,8,Monday,9:25,10:10,3,2,2
48,8,Tuesday,9:25,10:10,3,2,2
48,8,Wednesday,9:25,10:10,3,2,2
48,8,Thursday,9:25,10:10,3,2,2
48,8,Friday,9:25,10:10,3,2,2
48,6,Monday,10:20,11:05,3,2,2
48,6,Tuesday,10:20,11:05,3,2,2
48,6,Wednesday,10:20,11:05,3,2,2
48,6,Thursday,10:20,11:05,3,2,2
48,6,Friday,10:20,11:05,3,2,2
48,7,Monday,11:15,12:00,3,2,2
48,7,Tuesday,11:15,12:00,3,2,2
48,7,Wednesday,11:15,12:00,3,2,2
48,7,Thursday,11:15,12:00,3,2,2
48,7,Friday,11:15,12:00,3,2,2
48,1,Monday,13:00,13:50,3,2,2
48,1,Tuesday,13:00,13:50,3,2,2
48,1,Wednesday,13:00,13:50,3,2,2
48,1,Thursday,13:00,13:50,3,2,2
48,1,Friday,13:00,13:50,3,2,2
48,4,Monday,14:00,14:45,3,2,2
48,4,Tuesday,14:00,14:45,3,2,2
48,4,Wednesday,14:00,14:45,3,2,2
48,4,Thursday,14:00,14:45,3,2,2
48,4,Friday,14:00,14:45,3,2,2
124,4,Monday,8:30,9:15,1,2,K
124,4,Tuesday,8:30,9:15,1,2,K
124,4,Wednesday,8:30,9:15,1,2,K
124,4,Thursday,8:30,9:15,1,2,K
124,4,Friday,8:30,9:15,1,2,K
124,8,Monday,9:25,10:10,1,2,K
124,8,Tuesday,9:25,10:10,1,2,K
124,8,Wednesday,9:25,10:10,1,2,K
124,8,Thursday,9:25,10:10,1,2,K
124,8,Friday,9:25,10:10,1,2,K
124,6,Monday,10:20,11:05,1,2,K
124,6,Tuesday,10:20,11:05,1,2,K
124,6,Wednesday,10:20,11:05,1,2,K
124,6,Thursday,10:20,11:05,1,2,K
124,6,Friday,10:20,11:05,1,2,K
124,7,Monday,11:15,12:00,1,2,K
124,7,Tuesday,11:15,12:00,1,2,K
124,7,Wednesday,11:15,12:00,1,2,K
124,7,Thursday,11:15,12:00,1,2,K
124,7,Friday,11:15,12:00,1,2,K
124,5,Monday,13:00,13:50,1,2,K
124,5,Tuesday,13:00,13:50,1,2,K
124,5,Wednesday,13:00,13:50,1,2,K
124,5,Thursday,13:00,13:50,1,2,K
124,5,Friday,13:00,13:50,1,2,K
124,1,Monday,14:00,14:45,1,2,K
124,1,Tuesday,14:00,14:45,1,2,K
124,1,Wednesday,14:00,14:45,1,2,K
124,1,Thursday,14:00,14:45,1,2,K
124,1,Friday,14:00,14:45,1,2,K
108,6,Monday,8:30,9:15,2,2,K
108,6,Tuesday,8:30,9:15,2,2,K
108,6,Wednesday,8:30,9:15,2,2,K
108,6,Thursday,8:30,9:15,2,2,K
108,6,Friday,8:30,9:15,2,2,K
