student_id,course_id,day,start_time,end_time
159,2,Friday,13:00,13:50
159,4,Monday,14:00,14:45
159,4,Tuesday,14:00,14:45
159,4,Wednesday,14:00,14:45
159,4,Thursday,14:00,14:45
159,4,Friday,14:00,14:45
185,5,Monday,8:30,9:15
185,5,Tuesday,8:30,9:15
185,5,Wednesday,8:30,9:15
185,5,Thursday,8:30,9:15
185,5,Friday,8:30,9:15
185,8,Monday,9:25,10:10
185,8,Tuesday,9:25,10:10
185,8,Wednesday,9:25,10:10
185,8,Thursday,9:25,10:10
185,8,Friday,9:25,10:10
185,6,Monday,10:20,11:05
185,6,Tuesday,10:20,11:05
185,6,Wednesday,10:20,11:05
185,6,Thursday,10:20,11:05
185,6,Friday,10:20,11:05
185,1,Monday,11:15,12:00
185,1,Tuesday,11:15,12:00
185,1,Wednesday,11:15,12:00
185,1,Thursday,11:15,12:00
185,1,Friday,11:15,12:00
185,2,Monday,13:00,13:50
185,2,Tuesday,13:00,13:50
185,2,Wednesday,13:00,13:50
185,2,Thursday,13:00,13:50
185,2,Friday,13:00,13:50
185,4,Monday,14:00,14:45
185,4,Tuesday,14:00,14:45
185,4,Wednesday,14:00,14:45
185,4,Thursday,14:00,14:45
185,4,Friday,14:00,14:45
199,5,Monday,8:30,9:15
199,5,Tuesday,8:30,9:15
199,5,Wednesday,8:30,9:15
199,5,Thursday,8:30,9:15
199,5,Friday,8:30,9:15
199,8,Monday,9:25,10:10
199,8,Tuesday,9:25,10:10
199,8,Wednesday,9:25,10:10
199,8,Thursday,9:25,10:10
199,8,Friday,9:25,10:10
199,6,Monday,10:20,11:05
199,6,Tuesday,10:20,11:05
199,6,Wednesday,10:20,11:05
199,6,Thursday,10:20,11:05
199,6,Friday,10:20,11:05
199,1,Monday,11:15,12:00
199,1,Tuesday,11:15,12:00
199,1,Wednesday,11:15,12:00
199,1,Thursday,11:15,12:00
199,1,Friday,11:15,12:00
199,2,Monday,13:00,13:50
199,2,Tuesday,13:00,13:50
199,2,Wednesday,13:00,13:50
199,2,Thursday,13:00,13:50
199,2,Friday,13:00,13:50
199,4,Monday,14:00,14:45
199,4,Tuesday,14:00,14:45
199,4,Wednesday,14:00,14:45
199,4,Thursday,14:00,14:45
199,4,Friday,14:00,14:45
209,5,Monday,8:30,9:15
209,5,Tuesday,8:30,9:15
209,5,Wednesday,8:30,9:15
209,5,Thursday,8:30,9:15
209,5,Friday,8:30,9:15
209,8,Monday,9:25,10:10
209,8,Tuesday,9:25,10:10
209,8,Wednesday,9:25,10:10
209,8,Thursday,9:25,10:10
209,8,Friday,9:25,10:10
209,6,Monday,10:20,11:05
209,6,Tuesday,10:20,11:05
209,6,Wednesday,10:20,11:05
209,6,Thursday,10:20,11:05
209,6,Friday,10:20,11:05
209,1,Monday,11:15,12:00
209,1,Tuesday,11:15,12:00
209,1,Wednesday,11:15,12:00
209,1,Thursday,11:15,12:00
209,1,Friday,11:15,12:00
209,2,Monday,13:00,13:50
209,2,Tuesday,13:00,13:50
209,2,Wednesday,13:00,13:50
209,2,Thursday,13:00,13:50
209,2,Friday,13:00,13:50
209,4,Monday,14:00,14:45
209,4,Tuesday,14:00,14:45
209,4,Wednesday,14:00,14:45
209,4,Thursday,14:00,14:45
209,4,Friday,14:00,14:45
232,5,Monday,8:30,9:15
232,5,Tuesday,8:30,9:15
232,5,Wednesday,8:30,9:15
232,5,Thursday,8:30,9:15
232,5,Friday,8:30,9:15
232,8,Monday,9:25,10:10
232,8,Tuesday,9:25,10:10
232,8,Wednesday,9:25,10:10
232,8,Thursday,9:25,10:10
232,8,Friday,9:25,10:10
232,6,Monday,10:20,11:05
232,6,Tuesday,10:20,11:05
232,6,Wednesday,10:20,11:05
232,6,Thursday,10:20,11:05
232,6,Friday,10:20,11:05
232,1,Monday,11:15,12:00
232,1,Tuesday,11:15,12:00
232,1,Wednesday,11:15,12:00
232,1,Thursday,11:15,12:00
232,1,Friday,11:15,12:00
232,2,Monday,13:00,13:50
232,2,Tuesday,13:00,13:50
232,2,Wednesday,13:00,13:50
232,2,Thursday,13:00,13:50
232,2,Friday,13:00,13:50
232,4,Monday,14:00,14:45
232,4,Tuesday,14:00,14:45
232,4,Wednesday,14:00,14:45
232,4,Thursday,14:00,14:45
232,4,Friday,14:00,14:45
305,5,Monday,8:30,9:15
305,5,Tuesday,8:30,9:15
305,5,Wednesday,8:30,9:15
305,5,Thursday,8:30,9:15
305,5,Friday,8:30,9:15
305,8,Monday,9:25,10:10
305,8,Tuesday,9:25,10:10
305,8,Wednesday,9:25,10:10
305,8,Thursday,9:25,10:10
305,8,Friday,9:25,10:10
305,6,Monday,10:20,11:05
305,6,Tuesday,10:20,11:05
305,6,Wednesday,10:20,11:05
305,6,Thursday,10:20,11:05
305,6,Friday,10:20,11:05
305,1,Monday,11:15,12:00
305,1,Tuesday,11:15,12:00
305,1,Wednesday,11:15,12:00
305,1,Thursday,11:15,12:00
305,1,Friday,11:15,12:00
305,2,Monday,13:00,13:50
305,2,Tuesday,13:00,13:50
305,2,Wednesday,13:00,13:50
305,2,Thursday,13:00,13:50
305,2,Friday,13:00,13:50
305,4,Monday,14:00,14:45
305,4,Tuesday,14:00,14:45
305,4,Wednesday,14:00,14:45
305,4,Thursday,14:00,14:45
305,4,Friday,14:00,14:45
365,5,Monday,8:30,9:15
365,5,Tuesday,8:30,9:15
365,5,Wednesday,8:30,9:15
365,5,Thursday,8:30,9:15
365,5,Friday,8:30,9:15
365,8,Monday,9:25,10:10
365,8,Tuesday,9:25,10:10
365,8,Wednesday,9:25,10:10
365,8,Thursday,9:25,10:10
365,8,Friday,9:25,10:10
365,6,Monday,10:20,11:05
365,6,Tuesday,10:20,11:05
365,6,Wednesday,10:20,11:05
365,6,Thursday,10:20,11:05
365,6,Friday,10:20,11:05
365,1,Monday,11:15,12:00
365,1,Tuesday,11:15,12:00
365,1,Wednesday,11:15,12:00
365,1,Thursday,11:15,12:00
365,1,Friday,11:15,12:00
365,2,Monday,13:00,13:50
365,2,Tuesday,13:00,13:50
365,2,Wednesday,13:00,13:50
365,2,Thursday,13:00,13:50
365,2,Friday,13:00,13:50
365,4,Monday,14:00,14:45
365,4,Tuesday,14:00,14:45
365,4,Wednesday,14:00,14:45
365,4,Thursday,14:00,14:45
365,4,Friday,14:00,14:45
373,5,Monday,8:30,9:15
373,5,Tuesday,8:30,9:15
373,5,Wednesday,8:30,9:15
373,5,Thursday,8:30,9:15
373,5,Friday,8:30,9:15
373,8,Monday,9:25,10:10
373,8,Tuesday,9:25,10:10
373,8,Wednesday,9:25,10:10
373,8,Thursday,9:25,10:10
373,8,Friday,9:25,10:10
373,6,Monday,10:20,11:05
373,6,Tuesday,10:20,11:05
373,6,Wednesday,10:20,11:05
373,6,Thursday,10:20,11:05
373,6,Friday,10:20,11:05
373,1,Monday,11:15,12:00
373,1,Tuesday,11:15,12:00
373,1,Wednesday,11:15,12:00
373,1,Thursday,11:15,12:00
373,1,Friday,11:15,12:00
373,2,Monday,13:00,13:50
373,2,Tuesday,13:00,13:50
373,2,Wednesday,13:00,13:50
373,2,Thursday,13:00,13:50
373,2,Friday,13:00,13:50
373,4,Monday,14:00,14:45
373,4,Tuesday,14:00,14:45
373,4,Wednesday,14:00,14:45
373,4,Thursday,14:00,14:45
373,4,Friday,14:00,14:45
381,5,Monday,8:30,9:15
381,5,Tuesday,8:30,9:15
381,5,Wednesday,8:30,9:15
381,5,Thursday,8:30,9:15
381,5,Friday,8:30,9:15
381,8,Monday,9:25,10:10
381,8,Tuesday,9:25,10:10
381,8,Wednesday,9:25,10:10
381,8,Thursday,9:25,10:10
381,8,Friday,9:25,10:10
381,6,Monday,10:20,11:05
381,6,Tuesday,10:20,11:05
381,6,Wednesday,10:20,11:05
381,6,Thursday,10:20,11:05
381,6,Friday,10:20,11:05
381,1,Monday,11:15,12:00
381,1,Tuesday,11:15,12:00
381,1,Wednesday,11:15,12:00
381,1,Thursday,11:15,12:00
381,1,Friday,11:15,12:00
381,2,Monday,13:00,13:50
381,2,Tuesday,13:00,13:50
381,2,Wednesday,13:00,13:50
381,2,Thursday,13:00,13:50
381,2,Friday,13:00,13:50
381,4,Monday,14:00,14:45
381,4,Tuesday,14:00,14:45
381,4,Wednesday,14:00,14:45
381,4,Thursday,14:00,14:45
381,4,Friday,14:00,14:45
425,5,Monday,8:30,9:15
425,5,Tuesday,8:30,9:15
425,5,Wednesday,8:30,9:15
425,5,Thursday,8:30,9:15
425,5,Friday,8:30,9:15
425,8,Monday,9:25,10:10
425,8,Tuesday,9:25,10:10
425,8,Wednesday,9:25,10:10
425,8,Thursday,9:25,10:10
425,8,Friday,9:25,10:10
425,6,Monday,10:20,11:05
425,6,Tuesday,10:20,11:05
425,6,Wednesday,10:20,11:05
425,6,Thursday,10:20,11:05
425,6,Friday,10:20,11:05
425,1,Monday,11:15,12:00
425,1,Tuesday,11:15,12:00
425,1,Wednesday,11:15,12:00
425,1,Thursday,11:15,12:00
425,1,Friday,11:15,12:00
425,2,Monday,13:00,13:50
425,2,Tuesday,13:00,13:50
425,2,Wednesday,13:00,13:50
425,2,Thursday,13:00,13:50
425,2,Friday,13:00,13:50
425,4,Monday,14:00,14:45
425,4,Tuesday,14:00,14:45
425,4,Wednesday,14:00,14:45
425,4,Thursday,14:00,14:45
425,4,Friday,14:00,14:45
470,5,Monday,8:30,9:15
470,5,Tuesday,8:30,9:15
470,5,Wednesday,8:30,9:15
470,5,Thursday,8:30,9:15
470,5,Friday,8:30,9:15
470,8,Monday,9:25,10:10
470,8,Tuesday,9:25,10:10
470,8,Wednesday,9:25,10:10
470,8,Thursday,9:25,10:10
470,8,Friday,9:25,10:10
470,6,Monday,10:20,11:05
470,6,Tuesday,10:20,11:05
470,6,Wednesday,10:20,11:05
470,6,Thursday,10:20,11:05
470,6,Friday,10:20,11:05
470,1,Monday,11:15,12:00
470,1,Tuesday,11:15,12:00
470,1,Wednesday,11:15,12:00
470,1,Thursday,11:15,12:00
470,1,Friday,11:15,12:00
470,2,Monday,13:00,13:50
470,2,Tuesday,13:00,13:50
470,2,Wednesday,13:00,13:50
470,2,Thursday,13:00,13:50
470,2,Friday,13:00,13:50
470,4,Monday,14:00,14:45
470,4,Tuesday,14:00,14:45
470,4,Wednesday,14:00,14:45
470,4,Thursday,14:00,14:45
470,4,Friday,14:00,14:45
486,5,Monday,8:30,9:15
486,5,Tuesday,8:30,9:15
486,5,Wednesday,8:30,9:15
486,5,Thursday,8:30,9:15
486,5,Friday,8:30,9:15
486,8,Monday,9:25,10:10
486,8,Tuesday,9:25,10:10
486,8,Wednesday,9:25,10:10
486,8,Thursday,9:25,10:10
486,8,Friday,9:25,10:10
486,6,Monday,10:20,11:05
486,6,Tuesday,10:20,11:05
486,6,Wednesday,10:20,11:05
486,6,Thursday,10:20,11:05
486,6,Friday,10:20,11:05
486,1,Monday,11:15,12:00
486,1,Tuesday,11:15,12:00
486,1,Wednesday,11:15,12:00
486,1,Thursday,11:15,12:00
486,1,Friday,11:15,12:00
486,2,Monday,13:00,13:50
486,2,Tuesday,13:00,13:50
486,2,Wednesday,13:00,13:50
486,2,Thursday,13:00,13:50
486,2,Friday,13:00,13:50
486,4,Monday,14:00,14:45
486,4,Tuesday,14:00,14:45
486,4,Wednesday,14:00,14:45
486,4,Thursday,14:00,14:45
486,4,Friday,14:00,14:45
507,5,Monday,8:30,9:15
507,5,Tuesday,8:30,9:15
507,5,Wednesday,8:30,9:15
507,5,Thursday,8:30,9:15
507,5,Friday,8:30,9:15
507,8,Monday,9:25,10:10
507,8,Tuesday,9:25,10:10
507,8,Wednesday,9:25,10:10
507,8,Thursday,9:25,10:10
507,8,Friday,9:25,10:10
507,6,Monday,10:20,11:05
507,6,Tuesday,10:20,11:05
507,6,Wednesday,10:20,11:05
507,6,Thursday,10:20,11:05
507,6,Friday,10:20,11:05
507,1,Monday,11:15,12:00
507,1,Tuesday,11:15,12:00
507,1,Wednesday,11:15,12:00
507,1,Thursday,11:15,12:00
507,1,Friday,11:15,12:00
507,2,Monday,13:00,13:50
507,2,Tuesday,13:00,13:50
507,2,Wednesday,13:00,13:50
507,2,Thursday,13:00,13:50
507,2,Friday,13:00,13:50
507,4,Monday,14:00,14:45
507,4,Tuesday,14:00,14:45
507,4,Wednesday,14:00,14:45
507,4,Thursday,14:00,14:45
507,4,Friday,14:00,14:45
527,5,Monday,8:30,9:15
527,5,Tuesday,8:30,9:15
527,5,Wednesday,8:30,9:15
527,5,Thursday,8:30,9:15
527,5,Friday,8:30,9:15
527,8,Monday,9:25,10:10
527,8,Tuesday,9:25,10:10
527,8,Wednesday,9:25,10:10
527,8,Thursday,9:25,10:10
527,8,Friday,9:25,10:10
527,6,Monday,10:20,11:05
527,6,Tuesday,10:20,11:05
527,6,Wednesday,10:20,11:05
527,6,Thursday,10:20,11:05
527,6,Friday,10:20,11:05
527,1,Monday,11:15,12:00
527,1,Tuesday,11:15,12:00
527,1,Wednesday,11:15,12:00
527,1,Thursday,11:15,12:00
527,1,Friday,11:15,12:00
527,2,Monday,13:00,13:50
527,2,Tuesday,13:00,13:50
527,2,Wednesday,13:00,13:50
527,2,Thursday,13:00,13:50
527,2,Friday,13:00,13:50
527,4,Monday,14:00,14:45
527,4,Tuesday,14:00,14:45
527,4,Wednesday,14:00,14:45
527,4,Thursday,14:00,14:45
527,4,Friday,14:00,14:45
549,5,Monday,8:30,9:15
549,5,Tuesday,8:30,9:15
549,5,Wednesday,8:30,9:15
549,5,Thursday,8:30,9:15
549,5,Friday,8:30,9:15
549,8,Monday,9:25,10:10
549,8,Tuesday,9:25,10:10
549,8,Wednesday,9:25,10:10
549,8,Thursday,9:25,10:10
549,8,Friday,9:25,10:10
549,6,Monday,10:20,11:05
549,6,Tuesday,10:20,11:05
549,6,Wednesday,10:20,11:05
549,6,Thursday,10:20,11:05
549,6,Friday,10:20,11:05
549,1,Monday,11:15,12:00
549,1,Tuesday,11:15,12:00
549,1,Wednesday,11:15,12:00
549,1,Thursday,11:15,12:00
549,1,Friday,11:15,12:00
549,2,Monday,13:00,13:50
549,2,Tuesday,13:00,13:50
549,2,Wednesday,13:00,13:50
549,2,Thursday,13:00,13:50
549,2,Friday,13:00,13:50
549,4,Monday,14:00,14:45
549,4,Tuesday,14:00,14:45
549,4,Wednesday,14:00,14:45
549,4,Thursday,14:00,14:45
549,4,Friday,14:00,14:45
584,5,Monday,8:30,9:15
584,5,Tuesday,8:30,9:15
584,5,Wednesday,8:30,9:15
584,5,Thursday,8:30,9:15
584,5,Friday,8:30,9:15
584,8,Monday,9:25,10:10
584,8,Tuesday,9:25,10:10
584,8,Wednesday,9:25,10:10
584,8,Thursday,9:25,10:10
584,8,Friday,9:25,10:10
584,6,Monday,10:20,11:05
584,6,Tuesday,10:20,11:05
584,6,Wednesday,10:20,11:05
584,6,Thursday,10:20,11:05
584,6,Friday,10:20,11:05
584,1,Monday,11:15,12:00
584,1,Tuesday,11:15,12:00
584,1,Wednesday,11:15,12:00
584,1,Thursday,11:15,12:00
584,1,Friday,11:15,12:00
584,2,Monday,13:00,13:50
584,2,Tuesday,13:00,13:50
584,2,Wednesday,13:00,13:50
584,2,Thursday,13:00,13:50
584,2,Friday,13:00,13:50
584,4,Monday,14:00,14:45
584,4,Tuesday,14:00,14:45
584,4,Wednesday,14:00,14:45
584,4,Thursday,14:00,14:45
584,4,Friday,14:00,14:45
599,5,Monday,8:30,9:15
599,5,Tuesday,8:30,9:15
599,5,Wednesday,8:30,9:15
599,5,Thursday,8:30,9:15
599,5,Friday,8:30,9:15
599,8,Monday,9:25,10:10
599,8,Tuesday,9:25,10:10
599,8,Wednesday,9:25,10:10
599,8,Thursday,9:25,10:10
599,8,Friday,9:25,10:10
599,6,Monday,10:20,11:05
599,6,Tuesday,10:20,11:05
599,6,Wednesday,10:20,11:05
599,6,Thursday,10:20,11:05
599,6,Friday,10:20,11:05
599,1,Monday,11:15,12:00
599,1,Tuesday,11:15,12:00
599,1,Wednesday,11:15,12:00
599,1,Thursday,11:15,12:00
599,1,Friday,11:15,12:00
599,2,Monday,13:00,13:50
599,2,Tuesday,13:00,13:50
599,2,Wednesday,13:00,13:50
599,2,Thursday,13:00,13:50
599,2,Friday,13:00,13:50
599,4,Monday,14:00,14:45
599,4,Tuesday,14:00,14:45
599,4,Wednesday,14:00,14:45
599,4,Thursday,14:00,14:45
599,4,Friday,14:00,14:45
630,5,Monday,8:30,9:15
630,5,Tuesday,8:30,9:15
630,5,Wednesday,8:30,9:15
630,5,Thursday,8:30,9:15
630,5,Friday,8:30,9:15
630,8,Monday,9:25,10:10
630,8,Tuesday,9:25,10:10
630,8,Wednesday,9:25,10:10
630,8,Thursday,9:25,10:10
630,8,Friday,9:25,10:10
630,6,Monday,10:20,11:05
630,6,Tuesday,10:20,11:05
630,6,Wednesday,10:20,11:05
630,6,Thursday,10:20,11:05
630,6,Friday,10:20,11:05
630,1,Monday,11:15,12:00
630,1,Tuesday,11:15,12:00
630,1,Wednesday,11:15,12:00
630,1,Thursday,11:15,12:00
630,1,Friday,11:15,12:00
630,2,Monday,13:00,13:50
630,2,Tuesday,13:00,13:50
630,2,Wednesday,13:00,13:50
630,2,Thursday,13:00,13:50
630,2,Friday,13:00,13:50
630,4,Monday,14:00,14:45
630,4,Tuesday,14:00,14:45
630,4,Wednesday,14:00,14:45
630,4,Thursday,14:00,14:45
630,4,Friday,14:00,14:45
643,5,Monday,8:30,9:15
643,5,Tuesday,8:30,9:15
643,5,Wednesday,8:30,9:15
643,5,Thursday,8:30,9:15
643,5,Friday,8:30,9:15
643,8,Monday,9:25,10:10
643,8,Tuesday,9:25,10:10
643,8,Wednesday,9:25,10:10
643,8,Thursday,9:25,10:10
643,8,Friday,9:25,10:10
643,6,Monday,10:20,11:05
643,6,Tuesday,10:20,11:05
643,6,Wednesday,10:20,11:05
643,6,Thursday,10:20,11:05
643,6,Friday,10:20,11:05
643,1,Monday,11:15,12:00
643,1,Tuesday,11:15,12:00
643,1,Wednesday,11:15,12:00
643,1,Thursday,11:15,12:00
643,1,Friday,11:15,12:00
643,2,Monday,13:00,13:50
643,2,Tuesday,13:00,13:50
643,2,Wednesday,13:00,13:50
643,2,Thursday,13:00,13:50
643,2,Friday,13:00,13:50
643,4,Monday,14:00,14:45
643,4,Tuesday,14:00,14:45
643,4,Wednesday,14:00,14:45
643,4,Thursday,14:00,14:45
643,4,Friday,14:00,14:45
651,5,Monday,8:30,9:15
651,5,Tuesday,8:30,9:15
651,5,Wednesday,8:30,9:15
651,5,Thursday,8:30,9:15
651,5,Friday,8:30,9:15
651,8,Monday,9:25,10:10
651,8,Tuesday,9:25,10:10
651,8,Wednesday,9:25,10:10
651,8,Thursday,9:25,10:10
651,8,Friday,9:25,10:10
651,6,Monday,10:20,11:05
651,6,Tuesday,10:20,11:05
651,6,Wednesday,10:20,11:05
651,6,Thursday,10:20,11:05
651,6,Friday,10:20,11:05
651,1,Monday,11:15,12:00
651,1,Tuesday,11:15,12:00
651,1,Wednesday,11:15,12:00
651,1,Thursday,11:15,12:00
651,1,Friday,11:15,12:00
651,2,Monday,13:00,13:50
651,2,Tuesday,13:00,13:50
651,2,Wednesday,13:00,13:50
651,2,Thursday,13:00,13:50
651,2,Friday,13:00,13:50
651,4,Monday,14:00,14:45
651,4,Tuesday,14:00,14:45
651,4,Wednesday,14:00,14:45
651,4,Thursday,14:00,14:45
651,4,Friday,14:00,14:45
691,5,Monday,8:30,9:15
691,5,Tuesday,8:30,9:15
691,5,Wednesday,8:30,9:15
691,5,Thursday,8:30,9:15
691,5,Friday,8:30,9:15
691,8,Monday,9:25,10:10
691,8,Tuesday,9:25,10:10
691,8,Wednesday,9:25,10:10
691,8,Thursday,9:25,10:10
691,8,Friday,9:25,10:10
691,6,Monday,10:20,11:05
691,6,Tuesday,10:20,11:05
691,6,Wednesday,10:20,11:05
691,6,Thursday,10:20,11:05
691,6,Friday,10:20,11:05
691,1,Monday,11:15,12:00
691,1,Tuesday,11:15,12:00
691,1,Wednesday,11:15,12:00
691,1,Thursday,11:15,12:00
691,1,Friday,11:15,12:00
691,2,Monday,13:00,13:50
691,2,Tuesday,13:00,13:50
691,2,Wednesday,13:00,13:50
691,2,Thursday,13:00,13:50
691,2,Friday,13:00,13:50
691,4,Monday,14:00,14:45
691,4,Tuesday,14:00,14:45
691,4,Wednesday,14:00,14:45
691,4,Thursday,14:00,14:45
691,4,Friday,14:00,14:45
708,5,Monday,8:30,9:15
708,5,Tuesday,8:30,9:15
708,5,Wednesday,8:30,9:15
708,5,Thursday,8:30,9:15
708,5,Friday,8:30,9:15
708,8,Monday,9:25,10:10
708,8,Tuesday,9:25,10:10
708,8,Wednesday,9:25,10:10
708,8,Thursday,9:25,10:10
708,8,Friday,9:25,10:10
708,1,Monday,10:20,11:05
708,1,Tuesday,10:20,11:05
708,1,Wednesday,10:20,11:05
708,1,Thursday,10:20,11:05
708,1,Friday,10:20,11:05
708,2,Monday,11:15,12:00
708,2,Tuesday,11:15,12:00
708,2,Wednesday,11:15,12:00
708,2,Thursday,11:15,12:00
708,2,Friday,11:15,12:00
708,6,Monday,13:00,13:50
708,6,Tuesday,13:00,13:50
708,6,Wednesday,13:00,13:50
708,6,Thursday,13:00,13:50
708,6,Friday,13:00,13:50
708,4,Monday,14:00,14:45
708,4,Tuesday,14:00,14:45
708,4,Wednesday,14:00,14:45
708,4,Thursday,14:00,14:45
708,4,Friday,14:00,14:45
722,5,Monday,8:30,9:15
722,5,Tuesday,8:30,9:15
722,5,Wednesday,8:30,9:15
722,5,Thursday,8:30,9:15
722,5,Friday,8:30,9:15
722,8,Monday,9:25,10:10
722,8,Tuesday,9:25,10:10
722,8,Wednesday,9:25,10:10
722,8,Thursday,9:25,10:10
722,8,Friday,9:25,10:10
722,1,Monday,10:20,11:05
722,1,Tuesday,10:20,11:05
722,1,Wednesday,10:20,11:05
722,1,Thursday,10:20,11:05
722,1,Friday,10:20,11:05
722,2,Monday,11:15,12:00
722,2,Tuesday,11:15,12:00
722,2,Wednesday,11:15,12:00
722,2,Thursday,11:15,12:00
722,2,Friday,11:15,12:00
722,6,Monday,13:00,13:50
722,6,Tuesday,13:00,13:50
722,6,Wednesday,13:00,13:50
722,6,Thursday,13:00,13:50
722,6,Friday,13:00,13:50
722,4,Monday,14:00,14:45
722,4,Tuesday,14:00,14:45
722,4,Wednesday,14:00,14:45
722,4,Thursday,14:00,14:45
722,4,Friday,14:00,14:45
725,5,Monday,8:30,9:15
725,5,Tuesday,8:30,9:15
725,5,Wednesday,8:30,9:15
725,5,Thursday,8:30,9:15
725,5,Friday,8:30,9:15
725,8,Monday,9:25,10:10
725,8,Tuesday,9:25,10:10
725,8,Wednesday,9:25,10:10
725,8,Thursday,9:25,10:10
725,8,Friday,9:25,10:10
725,1,Monday,10:20,11:05
